StockCode,Description,Quantity,TotalAmount,InvoiceNo,AvgOrderValue
85034A,3 Gardenia Morris Boxed Candles,492,844.04,67,12.6
85034B,3 White Choc Morris Boxed Candles,884,1362.44,90,15.14
85034C,3 Rose Morris Boxed Candles,1072,1560.64,131,11.91
85035A,Gardenia 3 Wick Morris Boxed Candle,263,689.79,71,9.72
85035B,Chocolate 3 Wick Morris Box Candle,558,820.5,43,19.08
85035C,Rose 3 Wick Morris Box Candle,1105,1611.45,107,15.06
85036A,Gardenia 1 Wick Morris Boxed Candle,211,676.03,52,13.0
85036B,Chocolate 1 Wick Morris Box Candle,360,581.58,42,13.85
85036C,Rose 1 Wick Morris Boxed Candle,742,1051.52,76,13.84
85038,6 Chocolate Love Heart T-Lights,1018,1994.26,110,18.13
85039A,Set/4 Red Mini Rose Candle In Bowl,445,586.55,40,14.66
85039B,S/4 Ivory Mini Rose Candle In Bowl,491,669.91,51,13.14
85039C,S/4 Black Mini Rose Candle In Bowl,222,129.94,12,10.83
85040A,S/4 Pink Flower Candles In Bowl,807,1348.19,125,10.79
85040B,Set/4 Blue Flower Candles In Bowl,135,222.75,34,6.55
85045,Green Christmas Tree String 20Light,41,186.15,10,18.62
85047,White Beaded Garland String 20Light,3,19.05,2,9.52
85048,15Cm Christmas Glass Ball 20 Lights,1266,9374.7,214,43.81
85049A,Traditional Christmas Ribbons,2907,3607.8,266,13.56
85049B,Lush Greens Ribbons,54,67.5,13,5.19
85049C,Romantic Pinks Ribbons,1198,1471.35,205,7.18
85049D,Bright Blues Ribbons,539,673.75,102,6.61
85049E,Scandinavian Reds Ribbons,2747,3499.7,335,10.45
85049F,Baby Boom Ribbons,374,467.5,85,5.5
85049G,Chocolate Box Ribbons,1580,1926.33,227,8.49
85049H,Urban Black Ribbons,448,520.47,73,7.13
85053,French Enamel Candleholder,1549,3104.32,233,13.32
85054,French Enamel Pot W Lid,551,1233.31,87,14.18
85055,French Enamel Utensil Holder,37,122.75,10,12.28
85059,French Enamel Water Basin,290,771.21,79,9.76
85061W,White Jewelled Heart Decoration,1986,1609.8,108,14.91
85062,Pearl Crystal Pumpkin T-Light Hldr,1380,2234.67,132,16.93
85064,Cream Sweetheart Letter Rack,205,866.05,23,37.65
85066,Cream Sweetheart Mini Chest,1705,20562.92,445,46.21
85067,Cream Sweetheart Wall Cabinet,7,126.65,5,25.33
85071A,Blue Charlie+Lola Personal Doorsign,976,512.8,90,5.7
85071B,Red Charlie+Lola Personal Doorsign,1256,622.64,103,6.05
85071C,"Charlie+Lola""Extremely Busy"" Sign",607,313.78,72,4.36
85071D,Charlie+Lola My Room Door Sign,362,205.98,64,3.22
85078,Scandinavian 3 Hearts Napkin Ring,1746,376.5,65,5.79
85084,Holly Top Christmas Stocking,17,14.45,6,2.41
85086A,Candy Spot Heart Decoration,45,38.25,8,4.78
85087,Candy Spot Cushion Cover,40,119.36,7,17.05
85088,Candy Spot Hand Bag,188,385.27,20,19.26
85089,Candy Spot Bunny,14,41.3,5,8.26
85092,Candy Spot Tea Cosy,27,40.05,2,20.02
85093,Candy Spot Egg Warmer Hare,451,227.49,20,11.37
85094,Candy Spot Egg Warmer Rabbit,502,122.94,30,4.1
85095,Three Canvas Luggage Tags,66,128.26,10,12.83
85096,Hilda Candy Spot Rabbit,20,75.0,11,6.82
85099B,Jumbo Bag Red Retrospot,46181,85220.78,1600,53.26
85099C,Jumbo  Bag Baroque Black White,12793,23675.04,649,36.48
85099F,Jumbo Bag Strawberry,16807,30644.2,654,46.86
85103,Silver T-Light Setting,91,545.45,6,90.91
85104,Silver Glass T-Light Set,196,502.48,14,35.89
85106,Cut Glass Hexagon T-Light Holder,530,918.06,9,102.01
85107,Cut Glass T-Light Holder Octagon,243,516.45,25,20.66
85109,Pink Boudoir T-Light Holder,12,10.2,1,10.2
85111,Silver Glitter Flower Votive Holder,1407,419.55,51,8.23
85114A,Black Enchanted Forest Placemat,585,893.25,42,21.27
85114B,Ivory Enchanted Forest Placemat,394,626.1,51,12.28
85114C,Red Enchanted Forest Placemat,457,730.05,60,12.17
85116,Black Candelabra T-Light Holder,694,702.8,37,18.99
85118,Heart T-Light Holder,142,135.74,6,22.62
85123A,White Hanging Heart T-Light Holder,36782,100603.5,1978,50.86
85124B,Blue Juicy Fruit Photo Frame,82,209.1,29,7.21
85124C,Green Juicy Fruit Photo Frame,84,214.2,31,6.91
85125,Small Round Cut Glass Candlestick,129,584.65,18,32.48
85127,Small Square Cut Glass Candlestick,80,396.0,19,20.84
85129B,Beaded Crystal Heart Green Small,101,124.11,16,7.76
85129C,Beaded Crystal Heart Blue Small,77,99.88,12,8.32
85129D,Beaded Crystal Heart Pink Small,166,241.38,34,7.1
85130A,Beaded Pearl Heart White Large,77,127.05,10,12.7
85130B,Beaded Crystal Heart Green Large,816,707.7,50,14.15
85130C,Beaded Crystal Heart Blue  Large,479,425.71,43,9.9
85130D,Beaded Crystal Heart Pink Large,552,526.38,51,10.32
85131A,Beaded Pearl Heart White On Stick,469,462.17,25,18.49
85131B,Beaded Crystal Heart Green On Stick,142,120.38,13,9.26
85131C,Beaded Crystal Heart Blue On Stick,73,78.71,11,7.16
85131D,Beaded Crystal Heart Pink On Stick,115,113.09,12,9.42
85132A,Charlie + Lola Biscuits Tins,455,967.25,51,18.97
85132B,Charlie And Lola Table Tins,513,1048.35,60,17.47
85132C,Charlie And Lola Figures Tins,1404,2817.8,126,22.36
85135A,Yellow Dragonfly Helicopter,15,119.25,6,19.88
85135B,Blue Dragonfly Helicopter,47,373.65,34,10.99
85135C,Red Dragonfly Helicopter,78,620.1,49,12.66
85136A,Yellow Shark Helicopter,51,405.45,37,10.96
85136B,Blue Shark Helicopter,2,15.9,2,7.95
85136C,Red Shark Helicopter,35,278.25,25,11.13
85141,Jardin Etched Glass Fruitbowl,123,627.45,38,16.51
85144,Jardin Etched Glass Butter Dish,222,586.6,41,14.31
85145,Jardin Etched Glass Large Bell Jar,38,167.7,13,12.9
85146,Jardin Etched Glass Small Bell Jar,43,147.85,8,18.48
85150,Ladies & Gentlemen Metal Sign,3899,8699.13,367,23.7
85152,Hand Over The Chocolate   Sign,8164,15539.11,590,26.34
85159A,"Black Tea,Coffee,Sugar Jars",451,779.45,45,17.32
85159B,"White Tea,Coffee,Sugar Jars",622,1134.5,59,19.23
85160B,Black Bird Garden Design Mug,105,46.11,15,3.07
85161,Acrylic Geometric Lamp,12,221.4,9,24.6
85163A,White Baroque Wall Clock,45,349.95,18,19.44
85163B,Black Baroque Wall Clock,44,333.6,14,23.83
85167B,Black Grand Baroque Photo Frame,48,93.0,7,13.29
85168B,Black Baroque Carriage Clock,17,149.67,7,21.38
85169A,Ivory Love Bird Candle,502,496.72,48,10.35
85169B,Black Love Bird Candle,201,191.49,25,7.66
85169C,Eau De Nil Love Bird Candle,336,353.72,21,16.84
85169D,Pink Love Bird Candle,232,236.48,22,10.75
85170A,Set/6 Ivory Bird T-Light Candles,1,2.1,1,2.1
85170B,Set/6 Black Bird T-Light Candles,179,195.9,23,8.52
85170C,Set/6 Eau De Nil Bird T-Lights,252,366.23,29,12.63
85170D,Set/6 Pink Bird T-Light Candles,355,497.21,51,9.75
85172,Hyacinth Bulb T-Light Candles,1328,557.76,40,13.94
85173,Set/6 Frog Prince T-Light Candles,434,628.47,49,12.83
85174,S/4 Cacti Candles,497,1985.67,80,24.82
85175,Cacti T-Light Candles,5217,2078.66,130,15.99
85176,Sewing Susan 21 Needle Set,626,542.24,75,7.23
85177,Basket Of Flowers Sewing Kit,775,600.61,42,14.3
85178,Victorian Sewing Kit,2371,2642.19,98,26.96
85179A,Green Bitty Light Chain,119,188.31,17,11.08
85179C,Pink Bitty Light Chain,69,89.65,7,12.81
85180A,Red Hearts Light Chain,434,844.34,37,22.82
85180B,Pink Hearts Light Chain,196,381.0,21,18.14
85183A,Charlie & Lola Wastepaper Bin Blue,657,805.75,81,9.95
85183B,Charlie & Lola Wastepaper Bin Flora,977,1228.25,106,11.59
85184C,S/4 Valentine Decoupage Heart Box,1523,2478.43,136,18.22
85185B,Pink Horse Sock Puppet,291,839.25,59,14.22
85185D,Frog Sock Puppet,15,44.25,8,5.53
85186A,Easter Bunny Garland Of Flowers,525,220.5,37,5.96
85186C,Bunny Egg Garland,413,173.46,33,5.26
85187,S/12 Mini Rabbit Easter,324,515.4,58,8.89
85188A,Green Metal Swinging Bunny,302,256.7,34,7.55
85188B,Pink Metal Swinging Bunny,75,63.75,8,7.97
85189,Hanging Butterfly  Egg,9,7.65,3,2.55
85194L,Hanging Spring Flower Egg Large,901,747.13,56,13.34
85194S,Hanging Spring Flower Egg Small,1163,447.75,55,8.14
85195,Hanging Heart Basket,11,23.1,3,7.7
85197,Set Of 12 Mini Bunnies In A Bucket,33,69.3,18,3.85
85198,Assorted Farmyard Animals In Bucket,86,68.06,6,11.34
85199L,Large Hanging Ivory & Red Wood Bird,925,598.37,65,9.21
85199S,Small Hanging Ivory/Red Wood Bird,2234,946.07,157,6.03
85200,Bunny Egg Box,183,228.75,26,8.8
85202,Hanging Wood And Felt Heart,300,126.0,39,3.23
85203,Hanging Wood And Felt Butterfly,570,237.96,49,4.86
85204,Hanging Wood And Felt Flower,1876,249.48,42,5.94
85205B,Pink Felt Easter Rabbit Garland,116,295.8,24,12.32
85206A,Cream Felt Easter Egg Basket,916,1450.2,103,14.08
85206B,Pink Felt Easter Egg Basket,14,23.1,4,5.78
85208,Set/12 Funky Felt Flower Peg In Bag,161,298.74,24,12.45
85211,S/4 Groovy Cat Magnets,142,151.92,17,8.94
85212,Mini Painted Garden Decoration,2452,723.72,70,10.34
85213,Mini  Zinc Garden Decorations,821,301.37,24,12.56
85214,Tub 24 Pink Flower Pegs,103,169.95,43,3.95
85215,Assorted Cheese Fridge Magnets,163,105.95,8,13.24
85216,Assorted Cakes Fridge Magnets,55,35.75,8,4.47
85224,Assorted Colour Silk Glasses Case,3,6.3,1,6.3
85225,Bling Key Ring Stand,6,6.25,3,2.08
85227,Set Of 6 3D Kit Cards For Kids,1322,1107.08,147,7.53
85230A,Opium Scented Votive Candle,840,203.28,18,11.29
85230B,Cinnamon Scented Votive Candle,1264,326.24,38,8.59
85230E,Strawbry Scented Votive Candle,1101,267.45,24,11.14
85230F,Jasmine Votive Candle,338,90.34,12,7.53
85230G,Orange Votive Candle,1032,257.04,25,10.28
85231B,Cinammon Set Of 9 T-Lights,798,672.06,108,6.22
85231G,Orange Scented Set/9 T-Lights,573,471.45,66,7.14
85232A,Set/3 Polkadot Stacking Tins,74,349.5,25,13.98
85232B,Set Of 3 Babushka Stacking Tins,268,1326.6,9,147.4
85232D,Set/3 Decoupage Stacking Tins,175,832.65,53,15.71
90000A,Raspberry Ant Copper Flower Necklac,11,65.45,6,10.91
90000B,Midnight Blue Copper Flower Necklac,3,17.85,2,8.93
90000D,Copper/Olive Green Flower Necklace,6,35.7,4,8.93
90001A,Antique Raspberry Flower Earrings,2,8.5,1,8.5
90001B,Antique Mid Blue Flower Earrings,4,17.0,2,8.5
90001C,Antique Opal White Flower Earrings,2,8.5,2,4.25
90001D,Antique Olive Green Flower Earrings,5,21.25,3,7.08
90002D,Flower Burst Silver Ring Crystal,10,37.5,6,6.25
90003B,Rose Colour Pair Heart Hair Slides,6,22.5,3,7.5
90003C,Midnight Blue Pair Heart Hair Slide,12,45.0,5,9.0
90003D,Crystal Pair Heart Hair Slides,18,67.5,7,9.64
90003E,Green Pair Heart Hair Slides,8,30.0,2,15.0
90010A,Midnight Blue Glass/Silver Bracelet,7,62.65,5,12.53
90010B,Black/White Glass/Silver Bracelet,7,62.65,3,20.88
90010E,Amber Glass/Silver Bracelet,10,89.5,7,12.79
90011A,Midnight Blue Crystal Drop Earrings,1,2.95,1,2.95
90011B,Black Crystal Drop Earrings,7,20.65,2,10.32
90012A,Midnight Blue Drop Crystal Necklace,8,23.6,2,11.8
90012B,Black Drop Crystal Necklace,12,35.4,2,17.7
90013A,Midnight Blue Vintage Earrings,16,60.0,3,20.0
90013C,Green Vintage Earrings,11,41.25,4,10.31
90014A,Silver/Mop Orbit Necklace,16,103.2,10,10.32
90014B,Gold M Pearl  Orbit Necklace,10,85.5,8,10.69
90014C,Silver/Black Orbit Necklace,4,32.8,3,10.93
90016A,Silver/M.O.P Pendant Orbit Necklace,14,80.75,4,20.19
90016B,Gold/M.O.P Pendant Orbit Necklace,9,76.5,8,9.56
90018A,Silver M.O.P Orbit Drop Earrings,17,72.25,9,8.03
90018B,Gold M.O.P Orbit Drop Earrings,8,34.0,5,6.8
90018C,Silver Black Orbit Drop Earrings,6,25.5,3,8.5
90019A,Silver M.O.P Orbit Bracelet,18,89.1,9,9.9
90019B,Gold M.O.P Orbit Bracelet,2,9.9,2,4.95
90019C,Silver Black Orbit Bracelet,4,19.8,3,6.6
90021,Laser Cut Multi Strand Necklace,1,11.95,1,11.95
90022,Edwardian Drop Earrings Jet Black,8,30.0,4,7.5
90023,Filigree Diamante Earrings,8,34.0,4,8.5
90024B,New Baroque B'Fly Necklace Red,4,34.0,2,17.0
90024C,New Baroque B'Fly Necklace Green,2,17.0,1,17.0
90024D,New Baroque B'Fly Necklace Pink,1,8.5,1,8.5
90024F,New Baroque B'Fly Necklace Crystal,2,17.0,1,17.0
90025A,Baroque Butterfly Earrings Black,2,7.5,2,3.75
90025F,Baroque Butterfly Earrings Crystal,1,3.75,1,3.75
90026A,Glass Bead Hoop Necklace Black,2,17.0,1,17.0
90026B,Glass Bead Hoop Necklace Montana,2,17.0,2,8.5
90026C,Glass Bead Hoop Necklace Green,3,25.5,2,12.75
90026D,Glass Bead Hoop Necklace Amethyst,3,25.5,3,8.5
90027A,Glass Bead Hoop Earrings Black,4,11.8,1,11.8
90027D,Glass Bead Hoop Earrings Amethyst,4,11.8,1,11.8
90028,New Baroque Large Necklace Blk/Whit,2,17.0,1,17.0
90029,New Baroque Small Necklace Black,3,25.5,2,12.75
90030A,Spotted White Natural Seed Necklace,72,72.0,7,10.29
90030B,Red Kukui Coconut Seed Necklace,112,131.8,15,8.79
90030C,Brown Kukui Coconut Seed Necklace,74,74.0,8,9.25
90031,Bili Nut And Wood Necklace,48,48.0,5,9.6
90032,Ivory Shell Heart Necklace,19,90.67,6,15.11
90033,Ivory Shell Heart Earrings,2,5.1,1,5.1
90035A,"Pearl & Shell 42""Neckl. Green",4,43.0,2,21.5
90035C,"Pearl & Shell 42""Neckl. Ivory",2,21.5,1,21.5
90036A,Flower Garland Necklace Red,6,47.7,4,11.92
90036B,"Flower Glass Garland Neckl.36""Green",4,31.8,2,15.9
90036C,"Flower Glass Garland Neckl.36""Blue",6,47.7,2,23.85
90036D,"Flower Glass Garland Neckl.36""Black",11,87.45,4,21.86
90036E,"Flower Glass Garld Neckl36""Amethyst",7,55.65,5,11.13
90036F,"Flower Glass Garld Neckl36""Turquois",4,31.8,1,31.8
90037B,Tiny Crystal Bracelet Green,6,15.3,1,15.3
90038A,Glass And Painted Beads Bracelet To,6,22.5,1,22.5
90038B,Glass And Painted Beads Bracelet Ol,6,22.5,1,22.5
90038C,Glass And Beads Bracelet Ivory,6,22.5,1,22.5
90039A,Fire Polished Glass Bracelet Red,6,22.5,1,22.5
90039B,Fire Polished Glass Bracelet Montan,6,22.5,1,22.5
90039C,Fire Polished Glass Bracelet Black,1,3.75,1,3.75
90039D,Fire Polished Glass Bracelet Green,14,52.5,2,26.25
90040A,Murano Style Glass Bracelet Red,6,21.0,2,10.5
90040B,Murano Style Glass Bracelet Black,4,14.0,2,7.0
90040C,Murano Style Glass Bracelet Gold,7,24.5,3,8.17
90041,Pearl And Cherry Quartz Braclet,2,7.0,1,7.0
90042A,Freshwater Pearl Bracelet Gold,3,7.65,2,3.82
90043,Copper And Brass Bag Charm,4,24.81,2,12.4
90046,White With Metal Bag Charm,3,14.85,1,14.85
90048,Green With Metal Bag Charm,3,14.85,1,14.85
90049,Ivory Gold Metal Bag Charm,5,34.77,3,11.59
90050,Cracked Glaze Necklace Ivory,6,41.7,2,20.85
90051,Cracked Glaze Necklace Red,6,41.7,3,13.9
90054,Cracked Glaze Earrings Red,1,2.55,1,2.55
90055,Cracked Glaze Earrings Brown,1,2.55,1,2.55
90057,Diamante Ring Assorted In Box.,1008,1311.36,22,59.61
90058A,Crystal Stud Earrings Clear Display,324,123.12,7,17.59
90058B,Crystal Stud Earrings Assorted Col,612,232.56,15,15.5
90059A,Diamante Hair Grip Pack/2 Crystal,6,9.9,1,9.9
90059B,Diamante Hair Grip Pack/2 Black Dia,9,14.85,3,4.95
90059C,Diamante Hair Grip Pack/2 Montana,8,13.2,3,4.4
90059D,Diamante Hair Grip Pack/2 Peridot,6,9.9,1,9.9
90059E,Diamante Hair Grip Pack/2 Ruby,10,16.5,3,5.5
90059F,Diamante Hair Grip Pack/2 Lt Rose,9,14.85,3,4.95
90060B,Fire Polished Glass Neckl Gold,1,5.95,1,5.95
90060D,Fire Polished Glass Neckl Bronze,3,17.85,3,5.95
90062,Carnival Bracelet,20,255.0,6,42.5
90063A,White Vint Art Deco Crystal Necklac,11,93.5,7,13.36
90063B,Black Vint Art Dec Crystal Necklace,8,68.0,5,13.6
90064A,White Vintage Crystal Earrings,7,26.25,3,8.75
90064B,Black Vintage  Crystal Earrings,11,41.25,6,6.88
90065A,White Vintage Crystal Bracelet,8,54.0,3,18.0
90065B,Black Vint Art Dec Crystal Bracelet,1,6.75,1,6.75
90067A,Pink Vintage Victorian Earrings,10,29.5,3,9.83
90069,Ruby Glass Cluster Necklace,2,15.0,1,15.0
90070,Ruby Glass Cluster Bracelet,8,47.6,3,15.87
90071,Ruby Glass Cluster Earrings,1,1.25,1,1.25
90072,Ruby Drop Chandelier Earrings,10,37.5,3,12.5
90073,Vintage Enamel & Crystal Earrings,13,64.35,4,16.09
90074,Black Diamond Cluster Necklace,2,17.9,1,17.9
90076,Montana Diamond Cluster Earrings,6,15.3,1,15.3
90078,Pink/White Glass Demi Choker,2,15.0,1,15.0
90079,Vintage Enamel & Crystal Necklace,5,24.75,2,12.38
90081A,Lily Brooch Amethyst Colour,15,74.25,8,9.28
90081C,Lily Brooch Olive Colour,11,54.45,6,9.08
90082A,Diamante Bow Brooch Green Colour,21,133.35,10,13.34
90082B,Diamante Bow Brooch Red Colour,27,171.45,10,17.14
90082D,Diamante Bow Brooch Black Colour,8,50.8,4,12.7
90083,Crystal Czech Cross Phone Charm,19,13.69,4,3.42
90084,Pink Crystal Guitar Phone Charm,1,0.85,1,0.85
90085,Crystal Stiletto Phone Charm,24,20.4,2,10.2
90086,Crystal Frog Phone Charm,85,49.93,11,4.54
90087,Crystal Sea Horse Phone Charm,90,33.66,8,4.21
90089,Pink Crystal Skull Phone Charm,25,4.75,2,2.38
90093,Clear Crystal Star Phone Charm,47,20.39,6,3.4
90094,Necklace+Bracelet Set Fruit Salad,13,33.15,12,2.76
90096,Necklace+Bracelet Set Blue Blossom,8,20.4,3,6.8
90098,Necklace+Bracelet Pink Butterfly,28,71.4,9,7.93
90099,Necklace+Bracelet Set Blue Hibiscus,20,51.0,13,3.92
90100,Necklace+Bracelet Set Pink Daisy,1,2.55,1,2.55
90101,White Frangipani Necklace,15,38.25,4,9.56
90102,White Frangipani Hair Clip,10,8.5,1,8.5
90103,Purple Frangipani Necklace,8,20.4,2,10.2
90104,Purple Frangipani Hairclip,1,0.85,1,0.85
90108,Blue Blossom Hair Clip,64,67.2,6,11.2
90114,Summer Daisies Bag Charm,66,168.3,11,15.3
90116,Fruit Salad Bag Charm,16,27.04,3,9.01
90118,Pink Daisy Bag Charm,6,15.3,1,15.3
90119,Metalic Leaves Bag Charms,60,148.32,15,9.89
90120B,Blue Murano Twist Bracelet,20,85.0,5,17.0
90120C,Green Murano Twist Bracelet,31,131.75,7,18.82
90120D,White Murano Twist Bracelet,2,8.5,2,4.25
90122A,Pink Crystal+Glass Bracelet,8,39.6,3,13.2
90122B,Jade Crystal+Glass Bracelet,1,4.95,1,4.95
90122C,Turquoise Crystal+Glass Bracelet,17,84.15,5,16.83
90123A,Pink Heart Of Glass Bracelet,14,83.3,8,10.41
90123B,Turquoise Heart Of Glass Bracelet,8,47.6,4,11.9
90123C,Green Heart Of Glass Bracelet,13,77.35,5,15.47
90123D,White Heart Of Glass Bracelet,3,17.85,2,8.93
90124A,Pink Murano Twist Necklace,6,59.7,4,14.92
90124B,Blue Murano Twist Necklace,4,39.8,3,13.27
90124C,Green Murano Twist Necklace,7,69.65,4,17.41
90125A,Pink Bertie Glass Bead Bag Charm,109,93.9,6,15.65
90125B,Aqua Bertie Glass Bead Bag Charm,19,24.9,3,8.3
90125C,Turquoise Bertie Glass Bead Charm,73,63.3,3,21.1
90125D,Purple Bertie Glass Bead Bag Charm,74,65.4,5,13.08
90125E,Amber Bertie Glass Bead Bag Charm,1,2.1,1,2.1
90128B,Blue Leaves And Beads Phone Charm,1,1.25,1,1.25
90129A,Pink Glass Tassle Bag Charm,7,20.65,3,6.88
90129B,Turquoise Glass Tassle Bag Charm,21,61.95,6,10.32
90129C,Green Glass Tassle Bag Charm,17,50.15,6,8.36
90129D,Amber Glass Tassle Bag Charm,8,23.6,2,11.8
90129E,Purple Glass Tassle Bag Charm,6,17.7,1,17.7
90129F,Red Glass Tassle Bag Charm,16,47.2,5,9.44
90130A,White Stone/Crystal Earrings,1,2.95,1,2.95
90130B,Turq Stone/Crystal Earrings,9,26.55,3,8.85
90131,Pink/Amethyst/Gold Necklace,4,27.8,1,27.8
90133,Teal/Fuschia Col Bead Necklace,9,44.55,3,14.85
90135,Orange/Wht/Fuschia Stones Necklace,6,29.7,1,29.7
90136,Pale Pink/Amethyst Stone Necklace,3,29.85,2,14.92
90138,White/Pink Mini Crystals Necklace,4,19.8,1,19.8
90141A,Green Pendant Triple Shell Necklace,4,19.8,2,9.9
90141B,Ivory Pendant Triple Shell Necklace,6,29.7,2,14.85
90141C,Turq Pendant Triple Shell Necklace,4,19.8,2,9.9
90141D,Rose Pendant Triple Shell Necklace,3,14.85,1,14.85
90141E,Orange Pendant Triple Shell Necklac,3,14.85,1,14.85
90142D,Mop Pendant Shell Necklace,9,44.55,3,14.85
90143,Silver Bracelet W Pastel Flower,19,142.5,7,20.36
90144,Silver Drop Earrings With Flower,7,26.25,3,8.75
90145,Silver Hoop Earrings With Flower,21,124.95,11,11.36
90146,Fine Silver Necklace W Pastel Flowe,13,63.75,3,21.25
90147,Chunky Silver Necklace Pastel Flowe,21,208.95,12,17.41
90148,Long Silver Necklace Pastel Flower,8,102.0,5,20.4
90149,Silver Flowr Pink Shell Necklace,52,335.28,3,111.76
90151,Silver/Natural Shell Necklace,8,68.0,4,17.0
90152A,Silver/Nat Shell Necklace W Pendant,3,17.85,3,5.95
90152B,Blue/Green Shell Necklace W Pendant,1,5.95,1,5.95
90152C,Blue/Nat Shell Necklace W Pendant,1,5.95,1,5.95
90154,Lazer Cut Necklace W Pastel Beads,57,421.75,5,84.35
90155,Resin Necklace W Pastel Beads,6,45.0,4,11.25
90156,Resin Bracelet W Pastel Beads,3,14.85,2,7.42
90157,Riviera Necklace,7,34.65,2,17.32
90158,St Tropez Necklace,14,69.3,6,11.55
90159,Cote D'Azure Necklace,3,14.85,2,7.42
90160A,Purple Boudicca Large Bracelet,31,215.45,11,19.59
90160B,Red Boudicca Large Bracelet,21,145.95,8,18.24
90160C,Turq+Red Boudicca Large Bracelet,41,284.95,16,17.81
90160D,Pink Boudicca Large Bracelet,32,222.4,9,24.71
90161A,Ant Copper Red Boudicca Bracelet,9,44.55,6,7.42
90161B,Ant Copper Turq Boudicca Bracelet,45,222.75,12,18.56
90161C,Ant Copper Lime Boudicca Bracelet,45,222.75,15,14.85
90161D,Ant Copper Pink Boudicca Bracelet,31,153.45,9,17.05
90162A,Ant Silver Turquoise Boudicca Ring,6,17.7,1,17.7
90162B,Ant Silver Lime Green Boudicca Ring,27,79.65,10,7.97
90162C,Ant Silver Fuschia Boudicca Ring,14,41.3,7,5.9
90162D,Ant Silver Purple Boudicca Ring,10,29.5,5,5.9
90163A,Pink Rosebud & Pearl Necklace,4,30.0,2,15.0
90163B,White Rosebud & Pearl Necklace,2,15.0,1,15.0
90164A,Pink Rosebud Pearl Bracelet,19,70.35,6,11.72
90164B,White  Rosebud Pearl Bracelet,28,65.7,7,9.39
90165B,White Rosebud  Pearl Earrings,1,2.55,1,2.55
90166,Pink & White Rosebud Ring,14,58.9,8,7.36
90167,Beaded Love Heart Jewellery Set,10,8.5,1,8.5
90168,2 Daisies Hair Comb,6,17.7,1,17.7
90169,Daisy Hair Comb,6,15.3,1,15.3
90170,Daisy Hair Band,46,75.9,6,12.65
90173,Pair Butterfly Hair Clips,16,60.0,3,20.0
90174,Butterfly Hair Band,16,40.8,4,10.2
90175A,White Glass Chunky Charm Bracelet,9,80.55,8,10.07
90175C,Blue Glass Chunky Charm Bracelet,9,80.55,6,13.42
90175D,Tigris Eye Chunky Charm Bracelet,3,26.85,2,13.42
90176A,Classic Diamante Necklace Jet,2,15.0,1,15.0
90176B,Diamante Necklace Black,2,15.0,1,15.0
90176C,Diamante Necklace,2,15.0,1,15.0
90176D,Diamante Necklace Purple,7,52.5,4,13.12
90176E,Diamante Necklace Green,3,22.5,2,11.25
90177A,Classic Diamante Earrings Jet,6,17.7,1,17.7
90177B,Drop Diamante Earrings Black Diamon,7,20.65,2,10.32
90177C,Drop Diamante Earrings Crystal,13,38.35,3,12.78
90177D,Drop Diamante Earrings Purple,17,50.15,6,8.36
90177E,Drop Diamante Earrings Green,6,17.7,1,17.7
90178A,Amber Chunky Glass+Bead Necklace,6,71.7,6,11.95
90178B,Purple Chunky Glass+Bead Necklace,1,11.95,1,11.95
90179A,Amber Fine Bead Necklace W Tassel,3,17.85,2,8.93
90179C,Black Fine Bead Necklace W Tassel,1,5.95,1,5.95
